belongs_to_collection,genres,original_language,overview,popularity,production_companies,release_date,revenue,spoken_languages,title,vote_average,vote_count,release_year,return,cast,director
Borsalino Collection,"['Action', 'Crime', 'Drama']",fr,"Marseille. Heaps of flowers and funeral wreaths... ""A man who no longer defends his colors is no longer a man.""",1.664664,['TIT Filmproduktion GmbH'],1974-10-23,0.0,['Français'],Blood on the Streets,6.7,14.0,1974,0.0,"['Alain Delon', 'Catherine Rouvel', 'Serge Davri', 'Reinhard Kolldehoff', 'Adolfo Lastretti', 'Riccardo Cucciolla', 'Daniel Ivernel', 'André Falcon', 'Lionel Vitrant', 'Greg Germain', 'Pierre Koulak', 'Marius Laurey', 'Günter Meisner', 'Jacques Debary', 'Djéloul Beghoura', 'Anton Diffring', 'Bruno Balp', 'Yvan Chiffre']",Jacques Deray
Herbie Collection,"['Fantasy', 'Adventure', 'Comedy', 'Family']",en,"The film opens with narration by Jim Douglas and ""memory"" clips from the first film. The narration ends saying Herbie is now owned by an arrogant Scotsman named Simon Moore III (John Hannah), who abuses and insults Herbie until Herbie comes last in a race, not wanting to obey Simon. Furious, Simon sends Herbie to the junkyard. Meanwhile, Hank Cooper (Bruce Campbell), a mechanic in a small garage, is told to enter a race and persuaded to acquire Herbie. The judges are Donny Shotz (Micky Dolenz), a car enthusiast; Alex (Alexandra Wentworth), an old flame of Hank's; and Simon. When Herbie and Hank have won the race, Alex questions Hank, and he gives her a ride, wherein Herbie takes them to an isolated road. Meanwhile, Simon finds the engineer who created Herbie: Dr. Gustav Stumpful (Harold Gould), and requests a second such car: an evil, black edition, whom Simon names Horace.",4.482274,[],1997-11-29,0.0,['English'],The Love Bug,5.0,21.0,1997,0.0,"['Bruce Campbell', 'John Hannah', 'Alexandra Wentworth', ""Kevin J. O'Connor"", 'Dana Gould', 'Harold Gould', 'Micky Dolenz', 'Clarence Williams III', 'Dean Jones', 'Burton Gilliam']",Peyton Reed
Why We Fight,['Documentary'],en,"The third film of Frank Capra's 'Why We Fight"" propaganda film series, dealing with the Nazi conquest of Western Europe in 1940.",0.473322,[],1943-01-01,0.0,['English'],Why We Fight: Divide and Conquer,5.0,1.0,1943,0.0,"['Knox Manning', 'Murray Alper', 'General Bergeret', 'Monte Blue', 'Karl Brandt', 'Maurice Brierre', 'Winston Churchill', 'Ann Codee', 'Walter Darré', 'Charles de Gaulle']",Frank Capra
Why We Fight,['Documentary'],en,"The third film of Frank Capra's 'Why We Fight"" propaganda film series, dealing with the Nazi conquest of Western Europe in 1940.",0.473322,[],1943-01-01,0.0,['English'],Why We Fight: Divide and Conquer,5.0,1.0,1943,0.0,"['Knox Manning', 'Murray Alper', 'General Bergeret', 'Monte Blue', 'Karl Brandt', 'Maurice Brierre', 'Winston Churchill', 'Ann Codee', 'Walter Darré', 'Charles de Gaulle']",Frank Capra
White Collar Hooligan Collection,"['Thriller', 'Crime']",en,"Casual football hooligan Mike Jacobs is going nowhere in life when he meets old friend Eddie Hill at a football match that turns nasty off the pitch. Under Eddie’s tutelage he soon finds himself inducted into the world of credit card fraud, where organised gangs withdraw hundreds of thousands of pounds from cash machines every night. As Mike becomes seduced by the money and women that come with his new lifestyle, the dangers increase and he soon finds events spiralling beyond his control.",3.721769,"['Chata Pictures', 'Templeheart Films', 'Press On Features', 'Silver Town Films', 'Sir Dark Knight Productions']",2012-05-07,0.0,['English'],The Rise & Fall of a White Collar Hooligan,5.8,20.0,2012,0.0,"['Nick Nevern', 'Rita Ramnani', 'Peter Barrett', 'Rebecca Ferdinando', 'Ricci Harnett', 'Roland Manookian', 'Billy Murray', 'Emile Jansen', 'Simon Phillips']",Paul Tanter
La Classe Américaine & Cie,['Comedy'],fr,,0.877244,['DUNE/Canal+'],1992-12-23,0.0,['Français'],Derrick contre Superman,6.8,9.0,1992,0.0,"['Horst Tappert', 'Fritz Wepper', 'Roger Moore', 'Paul Michael Glaser']",Michel Hazanavicius
All for ...,['Comedy'],da,"Four rogues, who were best friends as kids, have one big problem: they're sitting on both sides of the law. Martin is a policeman, while Nikolai, Ralf, and Timo can't distinguish between personal possessions and the possessions of others! When all four find themselves in a fix, they're forced to return to their former tricks against a common foe, Mr Niemeyer. Martin is not as successful, however, either at his job or marriage, and thinks he deserves a better life. Now he sees an opportunity to save his career by ""playing"" with his old friends on a mission that is so crazy that even the two foolish brothers can do some good.",4.010861,['Fridthjof Film'],2011-02-10,0.0,['Dansk'],All for One,6.4,14.0,2011,0.0,"['Mick Øgendahl', 'Jonatan Spang', 'Rasmus Bjerg', 'Jon Lange', 'Søren Malling', 'Lisa Werlinder', 'Charlotte Fich', 'Søren Vejby', 'Kurt Ravn', 'Rutger Hauer', 'Mille Dinesen', 'Gordon Kennedy', 'Signe Anastassia Mannov', 'Stinne Hedrup', 'Torben Brinck', 'Ole Thestrup', 'Karen Lis Ahrenkiel', 'Victoria Sparrevohn', 'Gitte Ertbirk', 'Ib Petersen', 'Jesper Øhlenschlæger', 'Karen-Helene Hjort', 'Roberto Coronado', 'Roberto Coronado', 'Carlos Martínez', 'Henrik Møller', 'Dan Nielsen']",Rasmus Heide
Klassefesten (Samling),['Comedy'],da,"'The Renion' is a new Danish comedy starring Troels Lyby, Nicolaj Copernicus and Anders W. Berthelsen. The three  highschool friends Niels (Nicolaj Copernicus), Andreas (Anders W. Berthelsen) and Thomas (Troels Lyby) are invited to their 25 years anniversary. While Niels and Andrew struggles with not feeling like participating, Thomas is of a different opinion. Having arranged an all-time weekend of drinks, ladies and blowing off steam! The big question is: Will they actually survive the Copenhagen nightlife ... and will they even get to the reunion?. 'The Reunion' is a Danish comedy about old friends, that realises, at some point they are going to grow up and have to behave as adults... AS IF!",0.845789,['Nordisk Film'],2011-10-13,0.0,['Dansk'],The Reunion,4.9,14.0,2011,0.0,"['Nicolaj Kopernikus', 'Anders W. Berthelsen', 'Troels Lyby', 'Therese Glahn', 'Camilla Søeberg', 'Mira Wanting', 'Lene Nystrøm', 'Søren Bregendal', 'Troels Malling Thaarup', 'Brian Lykke', 'Mia Nielsen-Jexen', 'Signe Skov', 'Taina Anneli R. Berg', 'Frederikke Vedel', 'Anders Hove', 'Søren Sætter-Lassen', 'Stine Schrøder Jensen', 'Christiane Gjellerup Koch', 'Mads Reuther', 'Alexandra Ternstrøm', 'Sisse Griff', 'Karl-Frederik Reichhardt', 'Frej Spangsberg Lorenzen', 'Kristine Yde Eriksen', 'Anna Stokholm', 'Anders Lunden Kjeldsen', 'Dan Boie', 'Kristine Boel', 'Sapphire Gainor', 'Dya Josefine Hauch', 'Lars Mølsted Sørensen', 'Jonas Busekist', 'Nynne Kjersgaard Nielsen', 'Nicoline Qvortrup', 'Sabrina Ziyada', 'Mette Munk Plum', 'Feline Sølvsteen', 'Caspar Jexlev Fomsgaard', 'Anders Sandberg', 'Lene Maimu', 'Tom Jensen']",Niels Nørløv Hansen
Tekken Collection,"['Action', 'Animation']",ja,"Set in the rich Tekken universe, Tekken: Blood Vengeance 3D follows Xiaoyu Ling, seasoned martial artist and high school student, tasked by the G Corporation to infiltrate an international school in Kyoto to gather information on the mysterious student Shin Kamiya. Before she can make any progress in the investigation, Shin is kidnapped by an unknown assailant. Digging deeper into Shin’s background in an attempt to rescue him, Xiaoyu learns about the frightening underbelly of the Mishima Zaibatsu. Jin Kazama, Kazuya Mishima… and the late Heihachi Mishima’s conspiracy that’s stained with blood.",5.81731,"['Asmik Ace Entertainment', 'Digital Frontier', 'Namco Bandai Games']",2011-07-26,0.0,"['English', '日本語', 'Português', 'Español']",TEKKEN: Blood Vengeance,6.3,37.0,2011,0.0,"['Maaya Sakamoto', 'Yuki Matsuoka', 'Mamoru Miyano', 'Masanori Shinohara', 'Atsuko Tanaka', 'Akeno Watanabe', 'Ryotaro Okiayu', 'Hidenari Ugaki', 'Taketora', 'Keiko Nemoto', 'Isshin Chiba']",Youichi Mouri
Final Fantasy Collection,"['Action', 'Adventure', 'Animation']",ja,"In the events of Last Order, taking five years before the beginning of Final Fantasy VII itself, Sephiroth was ordered to inspect the Mako Reactor outside the town of Nibelheim with a small entourage, consisting of one other member of SOLDIER and a few Shin-Ra MPs. Among this group was SOLDIER 1st Class member Zack and his buddy, a 16-year-old Shin-Ra trooper named Cloud Strife.",2.545247,"['Madhouse', 'Square Enix']",2005-09-13,0.0,['日本語'],Last Order: Final Fantasy VII,6.4,8.0,2005,0.0,"['Toshiyuki Morikawa', 'Takahiro Sakurai', 'Ayumi Ito', 'Junichi Suwabe', 'Keiji Fujiwara', 'Taiten Kusunoki', 'Nachi Nozawa', 'Kenichi Suzumura']",Tetsuya Nomura
Naruto Collection,"['Comedy', 'Action', 'Animation', 'Adventure']",ja,"Naruto is thrilled when he is sent on a mission to protect his favorite actress, Yukie Fujikaze, on the set of her new movie, The Adventures of Princess Gale. But when the crew ventures out to film in the icy, foreboding Land of Snow, Yukie mysteriously flees! Naruto and his squad set off to find her... unaware that three Snow Ninja lie in wait, with a sinister purpose that will force Yukie to face her hidden past!",4.616039,"['Bandai Visual Company (JAPAN)', 'Toho Company', 'Dentsu Inc.', 'Aniplex', 'Shueisha', 'TV Tokyo', 'Studio Pierrot']",2004-08-21,0.0,['日本語'],Naruto the Movie: Ninja Clash in the Land of Snow,6.2,72.0,2004,0.0,"['Junko Takeuchi', 'Chie Nakamura', 'Noriaki Sugiyama', 'Kazuhiko Inoue', 'Hidehiko Ishizuka', 'Yuko Kaida', 'Hirotaka Suzuoki', 'Ikuo Nishikawa', 'Jun Karasawa', 'Tsutomu Isobe', 'Chikao Ohtsuka', 'Yutaka Nakano', 'Kan Tanaka', 'Holly Kaneko']",Tensai Okamura
The Bowery Boys,"['Comedy', 'Action']",en,"Slip and Sach are working as cleaners in a high rise building. They enter an office to clean it when a messenger hears them use Slip's given name, Terrance Mahoney. The messenger has a letter for ""Terrance Mahonoey, Esq."" and mistakenly delivers it to Slip. The letter informs Slip that he has inherited a mansion in Long Island. The boys then make their way to the mansion and find that it is inhabited by diamond smugglers. The real owner of the house shows up and helps save the day and defeat the smugglers and gives the boys the house as a reward.",0.951418,['Monogram Pictures'],1948-10-10,0.0,['English'],Smugglers' Cove,4.0,2.0,1948,0.0,"['Leo Gorcey', 'Huntz Hall', 'Gabriel Dell', 'Martin Kosleck', 'Paul Harvey', 'Amelita Ward', 'William Benedict', 'David Gorcey']",William Beaudine
Tarzan (Johnny Weissmuller series),"['Action', 'Adventure', 'Romance']",en,An African tribe devoted to the leopard cult is dedicated to preventing civilization from moving further into Africa. Tarzan fights them when the cult first attacks a caravan and next attacks Jane and Boy. Tarzan is captured. Boy is bothered by the Leopard Priestess' younger brother. Cheetah saves the day.,2.360545,[],1946-01-01,0.0,"['English', 'Pусский']",Tarzan and the Leopard Woman,5.7,6.0,1946,0.0,"['Johnny Weissmuller', 'Brenda Joyce', 'Johnny Sheffield', 'Acquanetta', 'Edgar Barrier', 'Dennis Hoey', 'Tommy Cook', 'Anthony Caruso', 'Doris Lloyd']",Kurt Neumann
Witchcraft Collection,['Horror'],en,A new mother and her child move into her mother-in-law's dark old mansion. She soon begns to suspect that neither the house nor her mother-in-law are quite what they seem to be.,0.554587,[],1989-05-02,0.0,[],Witchcraft,4.8,6.0,1989,0.0,"['Anat Topol', 'Gary Sloan', 'Mary Shelley', 'Deborah Scott', 'Alexander Kirkwood', 'Lee Kissman', 'Ross Newton', 'Charles Grant', 'Lilian Lane', 'Karen Michaels', 'Cynthia Bell', 'Victoria Ressurection', 'Ofelia Montano', 'Steve Decker', 'Trevor Narom']",Rob Spera
Witchcraft Collection,['Horror'],de,"Witch from the first Witchcraft movie stalks the now teenage child. She attempts to kill his friends in order to slowly corrupt him to Satan. However the boy is able to defeat the evil Satanic witch, and not enter into Evil with her",0.145241,['Vista Street Entertainment'],1990-05-20,0.0,['English'],Witchcraft II: The Temptress,4.3,4.0,1990,0.0,"['Delia Sheppard', 'Charles Solomon Jr.', 'David Homb', 'Mia M. Ruiz', 'Jay Richardson', 'Cheryl Janecky', 'Mary Shelley', 'Frank Woods', 'Kirsten Wagner', 'Roy Stone', 'Anat Topol', 'Gary Sloan', 'Trevor Narom', 'Sarah Neece', 'Liz Kane']",Mark Woods
Deathstalker Collection,"['Action', 'Adventure', 'Fantasy']",en,"The third thrilling saga of Deathstalker pits him against the evil wizard and ruler of the Southland, Troxartes, and his band of undead warriors. Dashing Deathstalker is entrusted by the beautiful Princess Carissa to protect an enchanted Jewel one of three which together hold the key to the lost city of treasure, Erendor. The missing pair of gems are stashed all too safely in the heavily guarded castle of the wicked Troxartes. His mission clear, Deathstalker rouses his troops and storms the fortress with the power of lightning. And in this fateful battle, one man will survive to witness the magical secrets of Erendor.",1.148894,['Concorde-New Horizons'],1988-01-01,0.0,['English'],Deathstalker and the Warriors from Hell,2.1,7.0,1988,0.0,"['John Allen Nelson', 'Carla Herd', 'Terri Treas', 'Thom Christopher', 'Aarón Hernán', 'Roger Cudney', 'Agustín Salvat', 'Claudia Inchaurregui', 'Mario Iván Martínez', 'Carlos Romano', 'Erika Carlsson']",Alfonso Corona
Deathstalker Collection,"['Action', 'Adventure', 'Fantasy']",en,"It begins as a contest of strength the challenge of competition luring fighters from far away to a hilltop castle. Deathstalker leads the combatants but only to discover that the winners are disappearing one by one. Now, in his last and greatest battle, Deathstalker must defend his remaining comrades, his life, and his newfound love in battle against an evil army of stone warriors and the wicked queen who created them.",0.320246,['Concorde-New Horizons'],1991-07-13,0.0,['English'],Deathstalker IV: Match of Titans,1.7,3.0,1991,0.0,"['Rick Hill', 'Brett Baxter Clark', 'Michelle Moffett', 'Anya Pencheva', 'Kosta Karageorgiev', 'Jenny Philipova', 'Rumen Dimitrov', 'Mihaela Staikova', 'Tanya Dimitrova', 'Sirma Nicolova', 'Endrika Shehpazian', 'Velico Stomanov', 'Stancho Stanchev', 'Darina Georgieva', 'Maria Ford', 'Djoko Rosic']",Howard R. Cohen
Dream a Little Dream Collection,"['Comedy', 'Science Fiction']",en,"Dinger and Bobby's adventure start when a pair of magical sunglasses arrive at the door. Their mundane lives in L.A. get a crazy twist-but soon enough, they've got thugs on their trail who want the valuable pair for themselves. Under hot pursuit, it's one crazy antic after another as the troublesome twosome scramble to keep their hot commodity out of the wrong hands.",1.326703,[],1995-01-01,0.0,['English'],Dream a Little Dream 2,6.0,3.0,1995,0.0,"['Corey Feldman', 'Corey Haim', 'Robyn Lively', 'Stacie Randall', 'Michael Nicolosi', 'Ken Lerner', 'Robert Costanzo', 'William James Jones', 'Lou Bonacki', 'Leo Rossi']",James Lemmo
Seventh Company Collection,['Comedy'],fr,The third part of Seventh Company adventures.,2.920281,['Productions 2000'],1977-12-07,0.0,['Français'],The Seventh Company Outdoors,6.5,39.0,1977,0.0,"['Pierre Mondy', 'Jean Lefebvre', 'Henri Guybet', 'Patricia Karim', 'Gérard Hérold', 'Gérard Jugnot', 'Jean Carmet', 'André Pousse', 'Michel Berto', 'Konrad Von Bork', 'Jean-François Dérec', 'Herbert Fiala', 'François Germain', 'Francis Lemaire', 'Gérard Lemaire', 'Roland Neunreuther', 'Yves Peneau', 'Alec Sabin']",Robert Lamoureux
Ride Along Collection,"['Action', 'Comedy']",en,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.",9.420931,"['Universal Pictures', 'Cube Vision', 'Will Packer Productions', 'Reel Chefs Catering']",2016-01-14,124827316.0,['English'],Ride Along 2,6.1,567.0,2016,3.1206829,"['Kevin Hart', 'Ice Cube', 'Olivia Munn', 'Tika Sumpter', 'Ken Jeong', 'Tyrese Gibson', 'Nadine Velazquez', 'Benjamin Bratt', 'Glen Powell', 'Sherri Shepherd', 'Utkarsh Ambudkar', 'Bruce McGill', 'Arturo del Puerto', 'Carlos Gómez', 'Robert Pralgo', 'Bresha Webb', 'James Martin Kelly', 'Eric Goins', 'Michael Rose', 'Michelle Pieroway', 'Shelby Courtney', 'Ricky Russert', 'Christopher Johnson', 'David J. Porras', 'Derek Carver', 'Jay Amor', 'Rachel Faulkner', 'Liz Godwin', 'Yolanda Adams', 'Ana Ayora', 'Ace Marrero', 'Junes Zahdi', 'Freddie Poole', 'Donny Carrington', 'Jabari Simba', 'Henry Kingi', 'Jessica Bialick', 'Jennifer Badger', 'Christina De Leon', 'Josh Diogo', 'Shamea Morton', 'Peter Parente', 'Isabella Fleetwood', 'Andrew Ortega', 'Elizabeth Ramos', 'Jeremy Wayne Carley', ""D'Kia Anderson"", 'Stacey Bender', 'Tamila Bilalova', 'Massiel Checo', 'Hunter Denoyelles', 'Michelle Rose Domb', 'Mary Farah', 'Tracey Ferrara', 'Frenchi Firecracker', 'Chrystall Friedemann', 'Cindy Gold', 'Fatimah Hassan', 'Michelle Hayden', 'Lena Marie', 'Rebecca Olejniczak', 'Devanny Pinn', 'Heather L. Porter', 'Vanessa Rose Rivera', 'Yesse Rodriguez', 'Rick Ross', 'Masha Silberberg', 'T.I.', 'Maegan Vogel', 'Dwyane Wade', 'Heather Witherill', 'Rey Hernandez']",Tim Story
Son of Batman Collection,"['Action', 'Animation', 'Science Fiction']",en,"Bruce Wayne is missing. Alfred covers for him while Nightwing and Robin patrol Gotham City in his stead. And a new player, Batwoman, investigates Batman's disappearance.",7.714405,"['DC Comics', 'Warner Bros. Animation']",2016-03-22,0.0,['English'],Batman: Bad Blood,6.8,186.0,2016,0.0,"[""Jason O'Mara"", 'Gaius Charles', 'Ernie Hudson', 'Stuart Allan', 'Morena Baccarin', 'James Garrett', 'Sean Maher', 'Yvonne Strahovski', 'Travis Willingham', 'Vanessa Marshall', 'Bruce Thomas']",Jay Oliva
ABCD Collection,"['Drama', 'Music']",hi,"When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.",0.917727,['UTV Motion Pictures'],2013-02-07,222000.0,['हिन्दी'],ABCD (Any Body Can Dance),5.6,10.0,2013,0.0,"['Prabhu Deva', 'Ganesh Acharya', 'Kay Kay Menon', 'Lauren Gottlieb', 'Salman Yusuff Khan', 'Punit Pathak', 'Noorin Sha', 'Saroj Khan', ""Remo D'Souza"", 'Prince R. Gupta', 'Bhawna Khanduja', 'Mayuresh Wadkar', 'Mohena Kumari Singh', 'Dharmesh Yelande']",Remo D'Souza
Flowers in the Attic Collection,"['TV Movie', 'Drama']",en,"The Sheffield family reveal and go through some home truths as their middle child inherits the Foxworth mansion. The family's ghosts looming over, and more tragedies are in store as the curse lives on.",2.867162,"['A+E Studios', 'Jane Startz Productions', 'Side Street Post']",2015-04-12,0.0,['Français'],Seeds of Yesterday,6.5,21.0,2015,0.0,"['Jason Lewis', 'Rachael Carpani', 'Sammi Hanratty', 'James Maslow', 'Leah Gibson', 'Peter J. Gray', 'Anthony Konechny', 'Nikohl Boosheri', 'Andrew Herr']",Shawn Ku
Stepford Collection,"['Horror', 'Thriller', 'TV Movie', 'Science Fiction']",en,"A TV reporter arrives in the quiet town of Stepford to launch an investigation into why the town has the lowest divorce and crime rates in America. However, she begins to notice some bizarre behavior in the women of the town, discovering that Stepford is not as clean cut as it seems.",0.956557,['Edgar J. Scherick Associates'],1980-10-12,0.0,['English'],Revenge of the Stepford Wives,5.0,2.0,1980,0.0,"['Don Johnson', 'Sharon Gless', 'Julie Kavner', 'Audra Lindley', 'Mason Adams', 'Arthur Hiller', 'Ellen Weston', 'Thomas Hill', 'Gay Rowan', 'Jim McKrell', 'Lee Warrick', 'Ed Bell', 'Sheldon Feldner', 'Howard Witt', 'Peter Maloney', 'Millie Slavin', 'Stephanie Blackmore', 'Melissa Newman', 'Joseph G. Medalis', 'Gayanne Meyers', 'Dean Wein', 'David Boyle', 'Bonnie Sullivan']",Robert Fuest
Death Note Relight,"['TV Movie', 'Thriller', 'Animation', 'Crime', 'Drama', 'Fantasy']",ja,After the events of the first movie Yagami Light faces two new adversaries as he is trying to create a perfect world without crime or criminals. This movie continues the first tv special and is a summary of the last 12 episodes of the tv anime,0.635941,[],2009-10-07,0.0,['日本語'],Death Note Relight 2: L's Successors,7.2,17.0,2009,0.0,"['Mamoru Miyano', 'Kappei Yamaguchi', 'Shidou Nakamura', 'Noriko Hidaka', 'Nozomu Sasaki', 'Aya Hirano', 'Ryo Naitou', 'Keiji Fujiwara', 'Hideo Ishikawa', 'Kazuya Nakai', 'Maaya Sakamoto', 'Masaya Matsukaze', 'Masaki Aizawa', 'Akeno Watanabe', 'Hiroki Takahashi', 'Issei Futamata', 'Hiroshi Ôtake', 'Mitsuru Ogata', 'Aruno Tahara', 'Kiyoshi Kobayashi']",Tetsuro Araki
Prostokvashino Collection,['Animation'],ru,"Little Fedor brings a cat to home despite his mother's distaste for cats. He runs away with his talking cat, to make more friends on the way.",1.18076,[],1978-06-06,0.0,['Pусский'],Three from Prostokvashino,5.6,18.0,1978,0.0,"['Mariya Vinogradova', 'Oleg Tabakov', 'Lev Durov', 'Valentina Talyzina', 'Boris Novikov', 'German Kachin', 'Zinaida Naryshkina']",Vladimir Popov
Ghost in the Shell: Stand Alone Complex,"['Animation', 'Action', 'Thriller', 'Crime', 'Science Fiction']",ja,"The story takes place in the year 2034, two years after the events in Ghost in the Shell: S.A.C. 2nd GIG. Female cyborg Major Motoko Kusanagi has left Public Security Section 9, an elite counter-terrorist and anti-crime unit specializing in cyber-warfare, which has expanded to a team of 20 field operatives with Togusa acting as the field lead.",6.548847,['Production I.G.'],2007-02-23,0.0,['日本語'],Ghost in the Shell: Stand Alone Complex - Solid State Society,7.8,77.0,2007,0.0,"['Atsuko Tanaka', 'Osamu Saka', 'Kouichi Yamadera', 'Akio Ohtsuka', 'Yutaka Nakano', 'Takashi Onozuka', 'Toru Okawa', 'Taro Yamaguchi', 'Sakiko Tamagawa']",Kenji Kamiyama
Самый лучший фильм - Коллекция,['Comedy'],en,"The Best Movie 2 is a 2009 Russian comedy film from Monumental Pictures (Sony Pictures Entertainment) and Comedy Club Production, continuation of 2008 The Best Movie film, spoofing such famous Russian films as Zhara, The Irony of Fate 2 and TV-programs: Malakhov+, King of Ring and Taxi.",1.159844,[],2009-01-22,0.0,['Pусский'],The Best Movie 2,3.0,9.0,2009,0.0,"['Garik Kharlamov', 'Mikhail Galustyan', 'Dmitriy Khrustalev', 'Mikhail Efremov', 'Yuriy Galtsev ', 'Tatyana Lyutaeva', 'Dmitriy Nagiev']",Oleg Fomin
Jarhead Collection,"['Action', 'Drama', 'War']",en,"Corporal Evan Albright (Charlie Weber) joined the elite Marine Corps Security Guards to save the world and see some action-not necessarily in that order. But his first assignment, protecting a U. S. Embassy in a seemingly safe Middle Eastern capitol, relegates his unit to wrangling ""gate groupies"" protesting outside the compound and honing their marksmanship by playing video games. So Albright and his team are caught off guard when well-armed and well-trained militants launch a surprise attack aimed at killing an informant in the embassy. Heavily out-gunned, they will have to muster all the courage and fire power they can as their once routine assignment spirals into all-out war.",3.596977,['Universal 1440 Entertainment'],2016-01-20,0.0,"['English', 'Deutsch', 'Português']",Jarhead 3: The Siege,5.6,39.0,2016,0.0,"['Charlie Weber', 'Scott Adkins', 'Tom Ainsley', 'Erik Valdez', 'Dante Basco', 'Sasha Jackson']",William Kaufman
"Crouching Tiger, Hidden Dragon Collection","['Action', 'Adventure', 'Drama']",en,"A story of lost love, young love, a legendary sword and one last opportunity at redemption.",8.796536,"['The Weinstein Company', 'Yucaipa Films', 'Pegasus Taihe Entertainment']",2016-02-18,0.0,['English'],"Crouching Tiger, Hidden Dragon: Sword of Destiny",6.0,174.0,2016,0.0,"['Michelle Yeoh', 'Donnie Yen', 'Jason Scott Lee', 'Natasha Liu Bordizzo', 'Harry Shum Jr.', 'Eugenia Yuan', 'Roger Yuan', 'Chris Pang', 'JuJu Chan', 'Woon Young Park', 'Darryl Quon', 'Veronica Ngo', 'Shuya Chang', 'Andrew Stehlin']",Yuen Woo-ping
... Has Fallen Collection,"['Action', 'Crime', 'Thriller']",en,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",15.037993,"['Millennium Films', 'LHF Film', 'Gerard Butler Alan Siegel Entertainment', 'Nu Boyana Film Studios']",2016-03-02,205754447.0,['English'],London Has Fallen,5.8,1656.0,2016,3.4292407833333334,"['Gerard Butler', 'Aaron Eckhart', 'Morgan Freeman', 'Angela Bassett', 'Melissa Leo', 'Robert Forster', 'Shivani Ghai', ""Sean O'Bryan"", 'Radha Mitchell', 'Jackie Earle Haley', 'Charlotte Riley', 'Mehdi Dehbi', 'Colin Salmon', 'Alon Aboutboul', 'Jorge Leon Martinez', 'Waleed Zuaiter', 'Adel Bencherif', 'Michael Wildman', 'Penny Downie', 'Patrick Kennedy', 'Deborah Grant', 'Andrew Pleavin', 'Nigel Whitmey', 'Julia Montgomery Brown', 'Elsa Mollien', 'Philip Delancy', 'Nikesh Patel', 'Nancy Baldwin', 'Terence Beesley']",Babak Najafi
Jesse Stone Collection,"['Drama', 'TV Movie', 'Crime', 'Mystery']",en,"Once a Los Angeles homicide detective, Police Chief Jesse Stone now presides over the quiet, seaside village of Paradise, Massachusetts. When the facts don't add up in a brutal Boston-area murder case, Jesse opens an investigation filled with surprises, unlikely suspects and grave danger. Though it's widely believed the murder was committed by an incarcerated serial killer, Jesse suspects another killer is at large and is hell-bent on bringing him to justice.",1.929064,['Sony Pictures Television'],2015-10-18,0.0,['English'],Jesse Stone: Lost in Paradise,6.1,19.0,2015,0.0,"['Tom Selleck', 'William Devane', 'Gloria Reuben', 'Luke Perry', 'Leslie Hope', 'Al Sapienza', 'Alex Carter', 'Kohl Sudduth', 'William Sadler', 'Amelia Rose Blaire', 'Mackenzie Foy', 'Kerri Smith', 'Christine Tizzard', 'Dawn Greenhalgh', 'Vickie Papavs', 'Maria Vacratsis', 'John Michael Higgins', 'Gillian Anderson', 'Laura Kohoot', 'Ned the Dog', 'Marcus Simmonds', 'Tara Yelland', 'Daniel Schoepf']",Robert Harmon
The Carry On Collection,"['Adventure', 'Comedy', 'History', 'Romance']",en,"Henry VIII has just married Marie of Normandy, and is eager to consummate their marriage. Unfortunately for Henry, she is always eating garlic, and refuses to stop. Deciding to get rid of her in his usual manner, Henry has to find some way of doing it without provoking war with Marie's cousin, the King of France. Perhaps if she had an affair...",1.572535,['The Rank Organisation'],1971-01-01,0.0,['English'],Carry On Henry,6.6,18.0,1971,0.0,"['Sid James', 'Kenneth Williams', 'Charles Hawtrey', 'Joan Sims', 'Terry Scott', 'Barbara Windsor', 'Kenneth Connor', 'Julian Holloway', 'Peter Gilmore', 'Julian Orchard', 'Gertan Klauber', 'David Davenport', 'Margaret Nolan', 'William Mervyn', 'Norman Chappell']",Gerald Thomas
The Carry On Collection,['Comedy'],en,"The Carry On team send up the Tarzan tradition in great style. Lady Evelyn Bagley mounts an expedition to find her long-lost baby. Bill Boosey is the fearless hunter and guide. Prof. Tinkle is searching for the rare Oozalum bird. Everything is going swimmingly until a gorilla enters the camp, and then the party is captured by an all female tribe from Aphrodisia... Written by Simon N. McIntosh-Smit",1.286201,"['The Rank Organisation', 'Peter Rogers Productions']",1970-01-03,0.0,['English'],Carry On Up the Jungle,6.4,23.0,1970,0.0,"['Frankie Howerd', 'Sid James', 'Charles Hawtrey', 'Joan Sims', 'Terry Scott', 'Kenneth Connor', 'Bernard Bresslaw', 'Jacki Piper', 'Valerie Leon', 'Reuben Martin', 'Edwina Carroll', 'Valerie Moore', 'Cathi March', 'Danny Daniels', 'Yemi Ajibadi']",Gerald Thomas
