title,genres,overview,director,production_companies
Paranormal Activity: The Ghost Dimension,"['Horror', 'Thriller']","Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",Gregory Plotkin,"['Paramount Pictures', 'Blumhouse Productions']"
Night of the Seagulls,['Horror'],"The Knight Templars return in this fourth installment of the Blind Dead seris. On this outing, the Templars haunt a fishing village, where they rise seven nights every seven years to claim their sacrificial offerings in return for the safety of the townspeople.",Amando de Ossorio,"['Profilmes', 'Pérez Pareja, M. Flor', 'Ancla Century Films']"
The Snow Queen 2: Refreeze,"['Fantasy', 'Family', 'Animation', 'Adventure']","After the trolls' victory over the Snow Queen, Orm claims that he is destined to marry the princess and inherit great power.",Aleksey Tsitsilin,['Wizart Animation']
David,"['Drama', 'History']","The tribes of Israel need to defeat the superior might of the Philistines: ""Now appoint a king to lead us, such as all the other nations have."" (I Samuel, 8:5). And so the prophet Samuel gives the Hebrews their first king, Saul.  Saul, however, has incessant doubts about his mission. The influential prophet Samuel turns away from Saul in order to select a new king according to God's will: David. He is still a young boy, tending sheep in the fields, when, secretly Samuel oints him as the next king of the Israelites.",Robert Markowitz,"['Turner Network Television', 'Five Mile River Films', 'Beta Film', 'Lux Vide']"
Fireworks,['Drama'],"Fireworks revolves around a young man (played by Anger himself) associating with various navy sailors, who eventually turn on him, stripping him naked and beating him to death, ripping open his chest to find a clock ticking inside. Several fireworks then explode, accompanied by a burning Christmas tree and the final shot shows the young man lying in bed next to another topless man.",Kenneth Anger,[]
K-9: P.I.,"['Action', 'Comedy', 'Crime']",Dooley and his K-9 partner Jerry Lee are ready to retire from the police force. But before he can retire with his pension he must work as a P.I. to find a set of high tech computer chips.,Richard J. Lewis,['Universal Pictures']
Half Past Dead 2,"['Crime', 'Action']","Long time inmate Twitch (Kurupt) gets himself transfered to a tougher prison than the re-opened Alcatraz. He claims it's to be closer to his lady but his real motives are a bit more grandiose. There he crosses paths with Burke (Bill Goldberg) a bulky prisoner who can take care of himself. Twitch, despite being less muscular, is just as mouthy and is pretty much the same. But there is a gang war brewing between the black and hispanic inmates that explodes into a hostile takeover of the prison when the black's gang leader is shot dead and the finger points at Burke. But the sh!t really hits the fan when the real killer and leader of the hispanics, Cortez (Robert Madrid) takes Twitch's girlfriend and Burke's daughter hostage.",Art Camacho,[]
Balto III: Wings of Change,"['Family', 'Adventure', 'Animation']","Balto and the other sled dogs are feeling dejected because the mail that used to be delivered by dogsled is now being delivered by airplanes. But when a mail plane crashes in the mountains, the dogs come to the rescue.",Phil Weinstein,['Universal Cartoon Studios']
The Chinese Boxer,"['Action', 'Foreign']","Lei Ming, a noble young martial arts student who doesn't know the meaning of giving up. He faces a treacherous, blood-thirsty Japanese karate expert, which leads to many memorable battles as well as several unforgettable training sequences.",Jimmy Wang Yu,['Shaw Brothers']
Johan Falk: De 107 patrioterna,"['Action', 'Crime', 'Thriller']","It's a beautiful day in Slottsskogen, Gothenburg idyllic city park, when suddenly the unthinkable happens - gunfire amidst all people. Two gangsters shooting game against each other and a large police operation starts.  The conflict grows rapidly to involve several gangs from Gothenburg underworld. GSI switched to try to identify a new thread which proves to be both larger and better armed than any other. The only clue is a tattoo on one of the killed gang members. The plot thickens when it turns out that the same tattoo worn by Rydell gang's new",Anders Nilsson,['Nordisk Film']
The Absent One,"['Crime', 'Thriller']","In 1994 two young twins are found brutally murdered in a summer cottage. A number of clues points in the direction of a group of young upper class students from a nearby boarding school, but the case is closed as a local outsider pleads guilty and is convicted for the murders. When the case ends up on Carls Mørck’s desk 20 years later, he soon realises that something is terribly wrong. As Carl and Assad start investigating the case, they are led on to an old emergency call from a desperate girl who seems to know the secrets of the murders. Soon they are plunged into an intense search for the girl, Kimmie, who has been missing since the murders happened. But Carl and Assad are not the only ones trying to track her down as the girl’s testimonial is of great danger to a group of influential men at the top of society who will do all they can to keep her silent.",Mikkel Nørgaard,"['Zentropa Entertainments', 'Zentropa International Sweden', 'Film i Väst']"
All Hallows' Eve,['Horror'],"While watching two children on Halloween night, a babysitter finds an old VHS tape in the kids' trick or treat bag. The tape features three tales of terror, all linked together by a murderous clown. As the night goes on strange things begin to occur in the house. It isn't long before the babysitter learns the horrifying truth... the maniacal clown is slowly working his way into her reality.",Damien Leone,['Ruthless Pictures']
Hollywood Hong Kong,['Drama'],"A prostitute named Tong Tong enters the life of a man who runs a barbecue pork restaurant and quickly begins to ruin his life, as well as the life of his two rotund sons, and a local gangster.",Fruit Chan,"['Capitol Films', 'Nicetop Independent Ltd', 'Hakuhodo', 'Media Suits']"
Lake Placid 2,"['Horror', 'Science Fiction']","Man-eating crocodiles return to the lake as two males and one aggressive female crocodile, which is protecting her nest, wreak havoc on the locals.",David Flores,[]
Lake Placid 3,"['Horror', 'Action', 'Science Fiction', 'Thriller']","A game warden moves his family to Lake Placid, once the site of deadly crocodile attacks. Locals assure him the crocs are gone, but his mischievous young son finds a few baby crocs and begins feeding them. They quickly grow into very big adults and start attacking the game warden's family and nearby town.",Griff Furst,"['Stage 6 Films', 'Curmudgeon Films', 'RCR Media Group', 'UFO Films']"
Lake Placid: The Final Chapter,"['Horror', 'Science Fiction']","Follows Jim Bickerman, a poacher who discovers that his local lake is inhabited by man-eating crocodiles.",Don Michael Paul,['Unified Film Organization (UFO)']
Wolf Warrior,"['Adventure', 'Action', 'War']",A Chinese special force soldier with extraordinary marksmanship is confronted by a group of deadly foreign mercenaries who are hired to assassinate him by a vicious drug lord.,Wu Jing,"['Beijing Dengfeng International Culture', 'Chunqiu Time Co.', 'Nanking Military Area Command Of The TV Art Centre']"
Women's Prison Massacre,"['Action', 'Drama']","Emanuelle, a reporter, comes just a little too close to exposing a corrupt official, and is sent to prison on trumped-up charges. In the prison, the inmates are constantly humiliated and tortured by the prison staff. Overly affectionate prisoners are forced underwater, while others are obliged to look on. Emanuelle finds an enemy in the deranged Albina, who ""runs the prison."" For the pleasure of the warden, Emanuelle and Albina are forced to fight each other with knives. Bad becomes worse when four men awaiting execution escape and take over the prison. Gore flows like water.",Bruno Mattei,"['Les Films Jacques Leitienne', 'Beatrice Film', 'Imp.Ex.Ci.', 'Les Films de Chauvin']"
Detective K: Secret of the Virtuous Widow,"['Action', 'Comedy', 'Crime', 'History', 'Mystery']","In the year 1793, 17 years after Jeongjo became the King of Joseon, a series of murders occur. King Jeongjo believes the murders may belong to a conspiracy by government officials to cover up tributary payments. King Jeongjo then gives Detective K (Kim Myung-Min) a secret order to find out who is behind the killings.",Kim Suk-Yoon,['Showbox Entertainment']
Bloodsport: The Dark Kumite,"['Action', 'Thriller']","Agent John Keller goes undercover into the tough prison known as Fuego Penal to find out about the corpses of prisoners disappearing without a trace. There he gets involved in a dangerous tournament arranged by a man named Justin Caesar, where the prisoners are forced fight to death.",Elvis Restaino,['FM Entertainment']
Antikiller,"['Action', 'Crime']","Former criminal investigator, Major Korenev, nicknamed Fox is released from prison. He has been detained there as a result of planted incriminating evidence of unlawful investigation techniques. Setting accounts with Shaman - a big criminal boss, who ordered the evidence planted and also with his former colleagues was not a part of Korenev's agenda. As he returns to Moscow he finds a new world ruled by underworld bosses, criminal clans fighting each other and utter chaos on the desperately keeping appearances streets of Russian capital. Facing death of his friends, Major Korenev decides to re-install law and order using some unorthodox methods that are only relevant in 21st century Russia.",Yegor Konchalovsky,[]
"Naval Cadets, Charge!","['Adventure', 'History']","Three naval cadets accidentally get possession of a secret diary that was stolen from Bestuzhev, a vice-chancellor of Russia. If this diary ever gets abroad, the consequences for the country would be grave. The cadets are trying to return the papers to their owner, but there are others who want to get the papers...",Svetlana Druzhinina,"['Mosfilm', 'Gosteleradio']"
The Elusive Revengers,"['Action', 'Adventure', 'Family']","Dan'ka's and Ksanka's childhood in the village has been brutally ended when their father was killed by the White Guard officer in front of their eyes. Seeking revenge they join forces with an intellectual from the city Valerka and jipsy Yashka, but before they get close to their enemy they have to help their village and advancing Red Army.",Edmond Keosayan,['Mosfilm']
Sharpe's Company,"['Action', 'Adventure', 'War', 'History']","Spain 1812 The Duke of Wellington plans to lay siege to Badajoz. A murderous figure from Sharpe's past uses a beautiful woman revenge himself on Sharpe, now the father of her child. Sharpe has reason to be happy, he holds his daughter for the first time and is given command of the Light Company again, together with his captaincy. But will his happiness be short lived?",Tom Clegg,"['Picture Palace', 'Celtic Films Entertainment']"
Sharpe's Enemy,"['History', 'Action', 'Adventure', 'War']","Portugal 1813. A band of deserters, including Sharpe's old enemy, Obadiah Hakeswill, have captured two women, one the wife of a high-ranking English officer, and are holding them hostage for ransom. Sharpe is given the 60th Rifles and a Rocket troop, as well as his majority to rescue the women. But while Sharpe may be able to deal with his old enemy, he has yet to face a newer threat, the French Major Duclos.",Tom Clegg,"['Central Independent Television', 'Picture Palace', 'Celtic Films Entertainment']"
Sharpe's Honour,"['History', 'Action', 'Adventure']","1813. Major Sharpe's old enemy, Major Ducos manipulates a beautiful young marquesa into falsely accusing Sharpe of rape. Her husband calls Sharpe out in a duel. But when the husband is found dead the next morning, Sharpe is arrested and brought before a court martial, and it seems not even Patrick Harper and the Chosen Men can save Sharpe from a hanging, or rescue his honour",Tom Clegg,"['Central Independent Television', 'Picture Palace', 'Celtic Films Entertainment']"
Creed,['Drama'],"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",Ryan Coogler,"['New Line Cinema', 'Warner Bros.', 'Metro-Goldwyn-Mayer (MGM)', 'Chartoff Winkler Productions']"
The Gendarme in New York,['Comedy'],"The second installment of Gendarmes series, tells the story of Sergeant Cruchot (Louis De Funes), who, together with his faithful comrades, has been sent to the International Congress of Gendarmerie in N.Y.",Jean Girault,[]
The Gendarme Takes Off,['Comedy'],"The whole clique of Cruchot's police station is retired. Now he lives with his rich wife in her castle - and is bored almost to death. He fights with the butler, because he isn't even allowed to do the simple works. But when one of the clique suffers from amnesia after an accident, all of the others reunite and kidnap him, to take him on a tour to their old working places and through their memories. In their old uniforms they turn St. Tropez upside down.",Jean Girault,['Société Nouvelle de Cinématographie (SNC)']
The Gendarme of St. Tropez,['Comedy'],"The ambitious police officer Cruchot (Louis de Funès) is transferred to St. Tropez. He's struggling with crimes such as persistent nude swimming, but even more with his teenage daughter, who's trying to impress her rich friends by telling them her father was a millionaire and owned a yacht in the harbor.",Jean Girault,"['Franca Films', 'Société Nouvelle de Cinématographie (SNC)']"
The Gendarme and the Creatures from Outer Space,"['Comedy', 'Science Fiction']","The bungling inspector Cruchot (Funès) finds himself trying to save the residents of St. Tropez from some oil-drinking humanoid aliens. The only way to tell the aliens from the real people, besides their constant thirst for oil-products, is that they sound like empty garbage cans when you touch them. Chaos is ahead.",Jean Girault,[]
Sharpe's Regiment,[],"Told his battalion is to be split up due to lack of recruits at home, Sharpe and Harper return to England to investigate. What should have been a simple query turns politically explosive as they come nearer to exposing profiteering on the home front that could jeopardize the Wellington's war.",Tom Clegg,"['Picture Palace', 'Celtic Films Entertainment', 'Carlton UK Productions']"
Frisky,"['Comedy', 'Romance']","In a small Italian village, Maria De Ritas is engaged to army Lieutenant Pietro Stelluti. Stelluti's superior officer, Marshal Antonio Carotenuto, is contemplating marriage to Annarella Mirziano, but he will be forced to resign if he marries Annarella, since she has an illegitimate child and that is against regulations for army officers. When Stelluti leaves town for a few weeks, the town-gossips create an affair out of the innocent relationship between Maria and Antonio. Stelluti returns and accuses Maria of infidelity, and, she, in reprisal, runs off and joins a traveling theatrical troupe as a dancer. Antonio, after convincing Annarella that he has not betrayed her love, encounters more trouble when the father of Annarella's child shows up,and asks that she and the child go away with him. Antonio tells Annarella that it her decision to make, and she chooses the child's father and goes away with him...",Luigi Comencini,[]
Christmas Rematch,"['Comedy', 'Drama']",,Pupi Avati,[]
Dov'è la libertà...?,"['Drama', 'Comedy']","A barber, murderer because of jealousy, spends twenty years in jail. He cannot, however adjust himself to a changed world and to the hypocrisy of his own relatives and decides to return behind bars.",Roberto Rossellini,"['Ponti-De Laurentiis Cinematografica', 'Golden Film']"
Sharpe's Siege,[],"Sharpe, with his new commanding officer, is sent to capture a castle when news comes of locals who will rise against Bonaparte. However, he is somewhat distracted by thoughts of his wife whom he was forced to leave while stricken with fever.",Tom Clegg,"['Picture Palace', 'Celtic Films Entertainment', 'Carlton UK Productions']"
The Passionate Thief,['Comedy'],"On New Year's Eve, an insecure, struggling actress (Anna Magnani) has nothing to do. When a colleague invites her to a New Year's party, she jumps at the opportunity. Accidentally she runs into an old acting acquaintance (Toto), who is helping a professional pickpocket (Ben Gazzara) steal from people during the hustle-bustle of New Year's Eve festivities. During the course of the evening, they have numerous crazy, humorous adventures all over Rome at different parties, restaurants, and even the Trevi fountain. Magnani's character (Tortorella) falls for Gazzara's character (Lello) without knowing what he's up to, while Toto tries to placate them both.",Mario Monicelli,[]
Toto and Carolina,"['Romance', 'Comedy']",,Mario Monicelli,['Rosa Film']
The Under-Gifted,['Comedy'],"The story centers around a graduating class of ""less-gifted"" students in a private Versailles high school. Only a miracle has brought the students this far along, and after a practical joke misfires and the whole school is dynamited, the students are in deep trouble. They have to present themselves in court for their punishment and it could not be worse: If they don't pass their high-school graduation exams, they go to prison!",Claude Zidi,[]
Devasuram,"['Action', 'Drama']","Neelakantan, heir to his father's fortunes, is an apparent menace to society. He once belittles a dancer but later they fall in love. Shekharan, an arch enemy, kidnaps his lover due to an old enmity.",I. V. Sasi,['Anugraha Cine Arts']
Sharpe's Mission,"['Action', 'Adventure', 'History']","Sharpe is teamed with a Colonel he helped promote and they are tasked to destroy a powder magazine, but an alliance with the French may threaten their success. Meanwhile, Jane is wearying of the army life and Harper and Ramona are at odds.",Tom Clegg,"['Picture Palace', 'Celtic Films Entertainment']"
The Return of the Tall Blond Man with One Black Shoe,['Comedy'],"With 'little captain' Cambrai raising serious doubts about the reality of the so-called ""super spy"", Colonel Toulouse kidnaps Christine and forces Francois to play again the character of ""The Tall Blond Man with One Black Shoe"" in some fake adventures. All this to stop the investigation into the death of Colonel Milan.",Yves Robert,['Gaumont']
"Vivat, Naval Cadets!","['Adventure', 'History']",In the second movie the Naval Cadets are guarding the princess coming from Germany to marry a Russian prince.,Svetlana Druzhinina,"['Mosfilm', 'Zhanr']"
Naval Cadets III,"['Adventure', 'History']",In the third movie the Naval Cadets are still servicing the homeland - this time during a Seven Years War.,Svetlana Druzhinina,"['Mosfilm', 'Zhanr']"
The New Adventures of the Elusive Avengers,"['Action', 'Adventure', 'Family']","A brilliant continuation of the saga, now in the city. The target of young patriots is a map held in the safe locker in the headquarters of secret police!",Edmond Keosayan,['Mosfilm']
"Crown of Russian Empire, or the Elusives Again","['Action', 'Adventure', 'Family']","The Russian Civil War is over and the White Guard are all dead or abroad. Some of the exiled nobles are attempting to crown a new Tsar/Emperor abroad, and a couple of impostors are vying for the position. At the same time, some of the Elusive Avengers' old foes are trying to return to Russia, for mysterious reasons. The avengers are assigned the task of finding out what's going on. Turns out the bad guys are after the Russian Crown, which is encrusted with many diamonds and jewels. It is not clear whether the crown is only wanted for the coronation ceremony or if the bad guys are trying to sell it to the highest bidder, but either way they must be stopped. The avengers are after them. Two go to Paris to infiltrate the emigrant community, and the other two work on the Russian soil.",Edmond Keosayan,['Mosfilm']
Adventures of Mowgli,"['Animation', 'Family']",Adventures of Mowgli is an animated feature-length story originally released as five animated shorts of about 20 minutes each between 1967 and 1971 in the Soviet Union.,Roman Davydov,['Союзмультфильм']
Faster than Rabbits,['Comedy'],"Three friends awake after a stormy party in a totally unfamiliar place in the company of strangers and try to understand how they got here, who are these people and what really happened on the eve of ...",Dmitriy Dyachenko,['Strela']
Hornblower: The Even Chance,"['Action', 'Drama', 'Adventure', 'War']","The Hornblower series is based on C.S. Forester's classic maritime adventures - the story of one young man's struggle to become a leader of men. Set against the back drop of the 18th century Anglo-French wars, the bloodiest time in British naval history. Spithead, Portsmouth, 1794. Under thundery skies and in lashing rain, a 17 year old midshipman takes the first tentative steps of his naval career, but a deadly feud with a despicable mate is causing complications.",Andrew Grieve,['Meridian Broadcasting Ltd']
What Men Still Talk About,"['Romance', 'Comedy']","A year later the men are still talking, but this time on the 31st of December and still about the women, football, children, and, of course, about the approaching New Year’s celebration. But what can they do, if their beloved wives and girls are waiting for them at Kamil’s, busy with New Year tree decoration and cooking, and the husbands are accidentally got stuck in the advertising agency office? Will they manage to get home in time to celebrate the New Year together?",Dmitriy Dyachenko,"['Kinokompaniya ""Kvadrat""']"
Anacondas: Trail of Blood,"['Action', 'Horror', 'Science Fiction']","A genetically created Anaconda, cut in half, regenerates itself into two aggressive giant snakes, due to the Blood Orchid.",Don E. FauntLeRoy,"['Hollywood Media Bridge', 'Stage 6 Films']"
Beneath the Blue,"['Drama', 'Romance']",Dolphin experts confront the US Navy when its sonar program is suspected of causing the animals' deaths.,Michael D. Sellers,[]
Dark Rising 2:  Summer Strikes Back,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']","Two years after Jason Parks (Landy Cannon) saved Warrior Princess Summer Vale (Brigitte Kingsley) from her life hunting Killopoths in the demon dimension, a sudden surge of supernatural activity and violent attacks have resurfaced on our plane beyond the normal parameters of the portal. The Rising Dark Agency, a black ops division of the government headed by Colonel Haggerd (Michael Ironside), suspects that the mystic strikes suggests the work of Mardock, an evil Demon-god capable of destroying worlds. When a new demon sub-species disrupts Summer's wedding and eats her fiancée, the war on the new Demon Lord begins. With her group of misfits and their BFG's - Summer sets out to destroy Mardock, but no one is prepared for who they find behind the Dark Lord's ascension.",Andrew Cymek,[]
Ma and Pa Kettle Go to Town,['Comedy'],"When Pa wins a jingle-writing contest, he and Ma head for New York City. They they get in trouble with gangsters when they lose some stolen money which they had already agreed to deliver to one of the thugs.",Charles Lamont,['Universal International Pictures (UI)']
Return of the One-Armed Swordsman,['Action'],"The notorious “One-Armed Swordsman” who has spent the last two years retired from the martial world as a simple farmer with his wife. Of course this idyllic life is about to be sliced to ribbons by Chang’s wicked imagination. He concocts a savory setup when he introduces, not one, but eight unique villains known as the Eight Kings of Swords and their sword-wielding entourage for Wang Yu to eventually chop his way through.",Chang Cheh,['Shaw Brothers']
Flying Guillotine II,"['Action', 'Foreign']","Take two directors (Cheng Kang, who made the popular true crime thriller ""The Criminals"", and Hua Shan, who helmed the superheroes ""Super Inframan""), a cast of the best and best-loved martial arts actors, then respected kung fu choreographer Tang Chia, and what do you have? The beloved cult sequel to the international ""esoteric weapon/crazy cutlery"" hit, ""The Flying Guillotine"", that's what !",Hua Shan,['Shaw Brothers']
The Flying Guillotine,"['Action', 'Foreign']","The Emperor's armies have developed a new weapon: a thrown blade that can remove someone's head from long distance. As the paranoid Emperor begins decapitating anyone he fears might be a threat, his guard Mau Tang becomes disillusioned with the excesses of his master. He leaves his post and takes up the quiet life of farming and raising a family. Eventually, though, his past catches up with him, and he must find a way to fight the flying guillotine if he is to save his head.",Ho Meng-Hua,['Shaw Brothers']
Young and Dangerous 5,"['Action', 'Crime', 'Thriller']","Although Chicken does not make an appearance, Chan Ho Nam finds a new love interest in the form of Mei Ling (Shu Qi). Meanwhile, Tung Sing returns to cause trouble again for Hung Hing, in the form of new leader Szeto Ho Nam (Mark Cheng). Young and Dangerous 5 occurs during the transfer of Hong Kong sovereignty to China, with the ""boys"" becoming ""men"", as they develop and mature into more business-like dealings.",Andrew Lau,[]
Sharpe's Revenge,"['Action', 'Adventure', 'History']","Sharpe is framed as the thief who stole Napolean's gold, and he must clear his name to avoid execution. Meanwhile his wife Jane - urged on by a friend - makes some questionable choices.",Tom Clegg,"['Picture Palace', 'Celtic Films Entertainment']"
Recep İvedik,['Comedy'],"Adamın biri yolda cüzdanını düşürür, başka bir adam tam cüzdanı kapıp kaçacakken Recep İvedik onunla mücadeleye girer. Sonunda, sahibine teslim etmek üzere, evsiz adamın elinden cüzdanı almayı başaran Recep İvedik kafasını çevirdiği anda cüzdan sahibinin çoktan gittiğini farkeder.",Togan Gökbakar,[]
Recep İvedik 2,['Comedy'],"Recep İvedik'in güldüren, tartışmaları da düşündüren maceraları ikinci filmiyle devam ediyor. Bu sefer biricik babaanesi ve bitmeyen arzuları da onunla. Arzuları neler? Torunu Recep'in adam olamasını istiyor. Bir işi olsun, maaşı olsun, sevgilisi olsun, mutlu olsun, sevsin ve sevilsin istiyor.",Togan Gökbakar,[]
Recep İvedik 3,['Comedy'],No overview found.,Togan Gökbakar,[]
Recep İvedik 4,['Comedy'],Recep Ivedik coaches the children football team in his neighborhood. For the training he uses the only free piece of land as football field on which he used to play football as a child. Recep notices sadly that this piece of land was sold to a businessman. So as not to loose this for the neighborhood and the children valuable piece of land he decides to re-buy it on his own. With his own methods he does not receive the money. The participation in a competition with a big price is the only solution of his problem ...,Togan Gökbakar,"['Çamaşırhane', 'Kinostar', 'Tiglon', 'Emrah Gamsızoğlu']"
Tarzan's Fight for Life,"['Action', 'Adventure']","Dr. Sturdy is trying to establish a modern hospital in the jungle. His efforts are strongly opposed by Futa, the witch doctor, and Ramo, a native warrior.",H. Bruce Humberstone,['Sol Lesser Productions']
Hälsoresan,['Comedy'],"The film is about the health resort Granhedsgården in Dalarna, Sweden, and they have a problem. They don't have many guests at all and something must be done. At the same time, Stig-Helmer is a little depressed after his girlfriend has left him, and so he lives on junk food. His best friend Ole invites him to come along to the health resort Granhedsgården. Now, the craziness begins.",Lasse Åberg,['Svensk Filmindustri']
My Little Pony: Equestria Girls - Rainbow Rocks,"['Family', 'Animation', 'Music']","Music rules and rainbows rock as Twilight Sparkle and pals compete for the top spot in the Canterlot High ""Mane Event"" talent show. The girls must rock their way to the top, and outshine rival Adagio Dazzle and her band The Dazzlings, to restore harmony back to Canterlot High.",Jayson Thiessen,"['DHX Media', 'Hasbro Studios']"
My Little Pony: Equestria Girls - Friendship Games,"['Animation', 'Music']","Canterlot High meets its rival school, Crystal Prep Academy, in a competition that’s a long-standing tradition – The Friendship Games. Sunset Shimmer is tasked with keeping magic out of the games to avoid the appearance of impropriety while she and her friends compete against Crystal Prep’s top students led by someone with an equal amount of interest in Equestrian magic – this world’s TWILIGHT SPARKLE.",Ishi Rudell,"['DHX Media', 'Hasbro Studios']"
Dark Woods II,['Horror'],"An old sanatorium is deteriorating in an isolated forest in the mountains. The elderly janitor is still living there to ensure that no one access the dangerous building. Five contract workers have taken on the task of tracking the huge building for hazardous waste before it's demolished. Over 300 rooms and kilometres of pipelines have to be screened in three days. They realize that the job is more than a search for asbestos and mercury when they encounter the building's frightening past. Water is gushing from the old pipes, and brings the work to a halt. An attempt to close the water intake leads them to the dark cellar, where they discover the horrible secrets from the sanatoriums past. You can demolish a building, but never remove the past.",Pål Øie,['Filmkompaniet MadMonkey']
Escape from the Bronx,"['Science Fiction', 'Action']",A ragtag group of people have to fight extermination squads amid their ruined city.,Enzo G. Castellari,['Fulvia Film']
Extralarge: Black Magic,"['Action', 'Fantasy', 'Mystery']","Elizabeth is in a car with her boyfriend when suddenly she feels a pain in the stomach so strong she seizes a knife and stabs herself to death. Her boyfriend is charged with her murder and Dumas is present at his trial and he is struck by the boy's story. In the meantime Extralarge gets the task to find Kathy, the missing step-daughter of Laureen. Her father is dying of an unheard of disease and he desires to see her. The two girls were friends and a shade of Black Magic overhangs on them and their families.",Enzo G. Castellari,[]
Spud 3: Learning to Fly,['Comedy'],"As Spud Milton continues his awkward stagger through adolescence, he learns one of life's most important lessons: When dealing with women and cretins, nothing is ever quite as it seems. ""I'm practically a man in most areas,"" writes Spud confidently on his sixteenth birthday. The year is 1992 and, in South Africa, radical change is in the air. The country may be on the bumpy road to an uncertain future, but Spud Milton is hoping for a smooth ride as he returns to boarding school as a senior. Instead, he discovers that his vindictive arch enemy is back to taunt him and that a garrulous Malawian has taken residence in his dormitory, along with the regular inmates and misfits he calls friends. Spud's world has never seemed less certain; he attempts to master Shakespeare, wrestles constantly with his God, and the power of negative thinking, and develops an aversion to fried fish after a shocking discovery about his grandmother, Wombat.",John Barker,['Rogue Star Films']
Mega Shark vs. Mecha Shark,"['Action', 'Science Fiction', 'Thriller']","When another Mega Shark returns from the depths of the sea, world militaries go on high alert. Ocean traffic grinds to a standstill as everyone lives in fear of the insatiable beast. Out of options, the US government unleashes the top secret Mecha Shark project -- a mechanical shark built to have the same exact characteristics as Mega. A pair of scientists pilot the mechanical creature as they fight Mega in a pitched battle to save the planet. But when faulty mechanics cause the Mecha to go after humans, the scientists must somehow guide Mega to Mecha in hopes that the two titans will kill each other - or risk untold worldwide destruction.",Emile Edwin Smith,"['Asylum, The']"
Eating Out: Drama Camp,['Comedy'],"With raging boy hormones and the laugh quotient turned on full, Chris Salvatore and Daniel Skelton return, along with Rebekah Kochan and cult icon Mink Stole in the fourth installment of Q. Allan Brocka's hilarious and over-the-top sexual antic-laden Eating Out series!",Q. Allan Brocka,[]
Madeline: Lost in Paris,['Animation'],"Madeline is the smallest of twelve girls in a boarding school, in an old house in Paris. When long lost Uncle Horst pays a surprise visit to Madeline, promising to move her to a new home in Vienna, her longing for a family seems to be fulfilled. Madeline becomes suspicious when her new Uncle loses his refined accent and takes an unexplained detour. Knowing she's in trouble Madeline leaves a trail. It then turns out that uncle Horst is actually Henri, a miserable lackey who works for an even more miserable woman who runs a dingy factory. Ultimately Madeline helps the orphans who work there by notifying the outside world of their plight.",Marija Miletic Dail,[]
Babysitting 2,['Comedy'],"Franck and his girlfriend Sonya, plus some of their friends go on holiday in Brazil. Franck, his friends, two girls and Sonya's grandmother leave to visit a cave, but everything goes wrong and their crazy adventures begin.",Nicolas Benamou,"['M6 Films', 'Axel Films', 'Madame Films']"
The Garden of Sinners - Chapter 1: Overlooking View,"['Crime', 'Animation', 'Action']","When an odd string of suicides begins to occur at a local high rise building, most of the townsfolk treat it as an unfortunate series of events. One girl, however, senses something more sinister at work - especially when a close friend of hers falls mysteriously ill.",Ei Aoki,"['ufotable', 'TYPE-MOON']"
The Garden of Sinners - Chapter 2: A Study in Murder (Part 1),"['Crime', 'Animation', 'Action']","August 1995: Mikiya first meets Shiki in a white kimono during a snowing day. Later on, at the high school freshmen ceremony, Mikiya sees Shiki in the crowd and chases after her, introducing himself to her. But Shiki hides a big secret: A wave of bizarre murders occur around many loose ends, and no suspects. there are still many questions: Who to believe? Who is the murderer? What is the secret of Shiki? and especially: Who is SHIKI?",Takuya Nomura,"['ufotable', 'TYPE-MOON']"
The Garden of Sinners - Chapter 3: Remaining Sense of Pain,"['Crime', 'Animation', 'Action']","July 1998 - After a group of delinquents is found dead in their hangout place with all their limbs twisted and torn off, Aozaki Touko receives a request to find the murderer and asks Shiki for help. The main suspect is Asagami Fujino; a girl who was the boys' plaything until recently, who Shiki believes to be ""one of her kind"".",Mitsuru Obunai,"['ufotable', 'TYPE-MOON']"
The Garden of Sinners - Chapter 6: Oblivion Recording,['Animation'],"January 1999: Apprentice mage Azaka Kokutou, Mikiya's younger sister, has been ordered by her mentor, Touko Aozaki, to investigate a certain incident in which fairies steal the memories of students at Azaka's school, Reien Academy. Azaka launches an investigation with the help of Shiki.",Takahiro Miura,"['ufotable', 'TYPE-MOON']"
The Garden of Sinners - Chapter 7: A Study in Murder (Part 2),['Animation'],"In February 1999, a string of murders has Shiki Ryougi and Mikiya Kokutou on edge. These crimes share a disturbing resemblance to a similar set of homicides from 1995, when Shiki and Mikiya first met, and awaken a dark, murderous desire that has laid dormant within Shiki's soul ever since then.",Shinsuke Takizawa,"['ufotable', 'TYPE-MOON']"
Another Gay Sequel: Gays Gone Wild!,['Comedy'],"ANOTHER GAY SEQUEL finds our heroes ANDY, NICO, JAROD and GRIFF reuniting at a gay resort in sunny Fort Lauderdale for Spring Break. They participate in a contest called 'Gays Gone Wild!' to determine who can attain the most ""buttlove"" over the course of the vacation.",Todd Stephens,"['TLA Releasing', 'Luna Filmproduktion']"
